USERNAME,EMAIL,ACCOUNT_NAME,ACCOUNT_ID,ACCOUNT_LEVEL,WINS,LOSSES,LEAGUE_POINTS,RANK,TIER,ROLE,SCHEDULE_TIME_START,SCHEDULE_TIME_END,EXTRAVERSION,AGREEABLENESS,CONSCIENTIOUSNESS,NEUROTICISM,OPENNESS,CLUSTER
,,,,639,177,136,0,3,3,2,21,1,2,4,3,1,4,696
,,,,18,516,492,74,0,8,2,22,1,2,2,3,1,1,845
,,,,556,205,179,207,1,5,3,13,16,1,4,3,1,2,992
,,,,59,147,126,25,3,5,0,3,7,4,4,3,1,1,998
,,,,563,550,530,77,1,6,1,15,19,3,2,1,2,2,1177
,,,,549,140,109,174,1,5,4,1,3,3,3,1,3,1,1040
,,,,682,243,162,45,0,1,3,11,14,2,1,4,4,1,531
,,,,288,210,190,235,1,4,0,9,11,1,3,1,2,3,419
,,,,379,60,43,76,2,6,4,18,21,4,3,4,2,2,523
,,,,334,291,261,3,0,0,4,6,10,3,4,2,2,4,879
,,,,439,154,140,123,2,1,3,18,21,4,2,4,4,1,261
,,,,378,104,95,46,1,7,2,3,7,4,4,2,2,4,1152
,,,,430,124,108,21,1,6,3,19,22,4,1,2,3,3,1069
,,,,337,100,67,23,0,5,4,13,17,3,4,4,3,2,837
,,,,506,186,141,120,0,8,4,22,2,2,1,4,2,2,723
,,,,181,102,115,39,0,3,2,2,3,2,4,1,1,3,590
,,,,1,177,180,0,3,7,0,19,21,3,1,4,4,3,1085
,,,,531,74,68,261,3,3,4,4,6,4,3,3,2,4,414
,,,,630,156,125,237,1,7,1,19,21,2,3,4,4,3,224
,,,,322,255,247,170,2,4,2,21,23,2,1,2,4,4,656
,,,,523,71,57,0,3,3,2,19,21,1,3,2,2,4,318
,,,,667,473,453,152,1,8,3,19,20,1,3,3,3,1,889
,,,,256,413,425,211,0,1,0,12,16,2,1,4,2,2,388
,,,,416,118,80,86,0,3,0,9,13,3,3,4,4,2,860
,,,,386,229,225,242,3,0,4,2,5,3,3,1,3,4,859
,,,,130,144,117,86,0,3,3,4,7,3,1,1,3,2,644
,,,,683,111,92,97,3,6,0,9,13,2,3,2,1,1,1076
,,,,269,57,32,13,3,3,1,13,14,2,2,2,3,3,422
,,,,318,76,58,89,1,7,4,3,7,2,3,2,4,2,202
,,,,190,216,190,71,2,6,1,22,2,4,2,4,3,1,893
,,,,560,96,100,89,0,1,1,7,10,1,2,1,4,2,905
,,,,397,167,172,95,3,5,4,14,18,3,4,2,1,4,1005
,,,,552,223,211,51,3,8,3,4,6,4,3,1,2,1,1161
,,,,394,93,101,85,2,3,4,13,17,4,2,2,4,4,297
,,,,643,73,59,141,2,1,3,9,11,2,2,1,3,2,695
,,,,224,518,505,105,0,6,3,11,13,4,4,3,1,4,213
,,,,202,130,102,0,1,1,3,1,2,1,1,2,4,1,1090
,,,,481,62,31,204,1,0,1,1,2,3,4,3,3,3,197
,,,,426,101,74,94,2,7,4,19,21,4,1,3,1,3,816
,,,,353,280,225,40,3,8,1,22,2,1,3,4,4,2,593
,,,,134,39,35,67,2,8,0,23,2,3,2,2,2,3,898
,,,,352,435,377,53,3,3,1,8,12,2,2,2,3,2,422
,,,,312,217,202,1,3,2,4,14,15,3,2,3,2,2,345
,,,,328,398,296,18,3,8,4,8,10,1,2,1,2,2,413
,,,,608,285,219,280,0,6,0,13,14,2,4,1,1,2,203
,,,,411,205,186,17,3,4,0,1,4,2,3,1,4,2,1156
,,,,299,294,262,248,1,6,1,6,8,4,1,4,4,3,616
,,,,631,171,102,189,3,0,0,23,0,4,4,1,4,4,657
,,,,318,176,162,51,3,8,1,13,17,3,2,1,4,3,20
,,,,655,359,353,249,1,3,0,14,16,2,4,4,1,2,982
,,,,330,230,182,172,0,2,4,17,19,3,1,3,1,3,265
,,,,262,246,212,229,0,5,1,14,18,3,1,1,2,4,1244
,,,,637,214,174,1,1,5,3,0,4,3,4,3,3,3,904
,,,,361,326,277,28,1,2,3,14,15,2,4,1,1,2,1199
,,,,408,109,99,266,1,0,3,2,6,4,3,3,1,2,974
,,,,434,175,161,80,3,5,4,16,20,1,2,4,1,4,274
,,,,627,302,251,18,2,6,1,0,3,2,3,2,2,3,527
,,,,304,205,205,35,1,5,2,13,15,1,3,4,3,2,1150
,,,,412,118,124,197,3,0,3,2,4,4,3,1,1,2,537
,,,,369,250,221,37,0,0,4,10,12,3,3,3,3,4,962
,,,,361,203,201,240,1,6,1,7,8,4,4,4,4,4,658
,,,,624,604,580,179,1,4,1,8,11,4,4,4,4,3,658
,,,,472,319,302,120,3,8,3,22,2,2,4,3,4,3,434
,,,,318,135,96,47,1,5,3,12,16,3,2,2,1,2,792
,,,,69,196,159,38,1,4,4,20,22,3,3,4,4,2,1197
,,,,380,75,75,118,1,5,3,18,21,2,1,3,1,2,137
,,,,258,542,534,15,3,8,4,21,23,1,4,2,1,1,517
,,,,67,50,44,48,1,4,0,4,7,4,2,3,2,2,717
,,,,364,377,370,0,3,5,0,14,15,2,3,3,3,2,621
,,,,297,320,281,16,0,0,0,13,14,3,3,3,1,1,385
,,,,143,189,169,133,0,0,2,9,13,3,3,4,1,2,758
,,,,560,152,145,43,2,0,4,6,8,4,3,2,2,1,974
,,,,445,412,346,282,2,3,2,17,21,1,4,3,2,2,556
,,,,552,338,337,299,1,1,2,6,10,3,3,1,3,3,1157
,,,,231,312,312,108,1,3,3,6,7,2,4,2,1,4,533
,,,,686,43,29,44,2,5,4,20,23,1,3,1,1,3,117
,,,,690,170,163,0,0,7,0,21,1,2,1,2,2,4,1237
,,,,368,211,170,86,1,8,3,0,4,4,3,3,3,3,134
,,,,344,208,175,0,0,6,4,8,9,1,2,3,3,3,1171
,,,,629,365,318,219,1,1,2,13,17,4,2,2,1,3,882
,,,,181,248,217,93,0,2,2,23,0,4,3,1,2,1,566
,,,,642,156,134,190,1,8,4,20,21,4,1,4,3,4,182
,,,,32,143,112,48,2,1,0,14,17,3,4,1,1,2,638
,,,,503,80,71,218,3,6,4,13,17,4,2,3,4,1,331
,,,,111,378,343,2,3,2,1,23,3,1,2,3,1,1,54
,,,,340,208,196,69,3,4,1,18,20,3,4,2,4,3,789
,,,,456,171,126,249,1,8,1,12,15,3,4,4,3,3,907
,,,,629,414,322,211,1,5,4,1,4,3,2,1,3,3,951
,,,,545,126,103,37,1,5,2,8,12,1,1,2,1,4,552
,,,,248,262,219,204,0,6,2,7,8,1,4,4,2,4,522
,,,,261,234,225,58,2,1,0,5,7,3,4,4,2,3,337
,,,,389,40,42,69,2,2,3,4,5,3,3,4,3,4,659
,,,,601,175,141,90,3,4,1,6,9,3,3,3,3,2,913
,,,,332,284,244,301,0,0,4,20,21,2,4,1,4,2,980
,,,,148,256,244,196,3,6,0,14,17,2,2,1,4,4,941
,,,,620,309,276,78,3,0,3,2,4,4,2,2,1,4,414
,,,,574,59,30,69,2,8,0,10,12,3,4,1,4,1,996
,,,,520,103,82,1,0,5,1,7,10,2,1,1,1,1,488
,,,,251,138,143,117,3,7,0,14,16,3,2,2,2,2,940
,,,,257,131,115,234,2,1,2,0,4,4,4,1,4,1,233
,,,,152,60,50,0,3,1,1,17,21,3,1,1,2,2,472
,,,,20,270,250,29,0,8,0,1,2,3,1,2,3,2,441
,,,,553,117,122,164,1,8,2,11,14,4,1,3,2,4,1104
,,,,232,737,712,155,1,2,4,22,23,2,4,1,1,1,995
,,,,84,197,171,277,0,3,3,19,21,2,1,4,2,2,748
,,,,140,204,170,132,0,2,1,12,15,4,1,1,4,2,726
,,,,221,124,108,17,1,6,1,23,3,2,4,3,2,3,1190
,,,,361,159,123,55,1,3,4,2,5,3,4,2,4,1,1186
,,,,575,252,193,201,3,1,2,7,9,3,4,2,1,3,558
,,,,95,476,479,17,0,2,1,15,19,4,4,1,2,1,491
,,,,340,122,97,114,2,7,2,8,10,2,4,2,2,2,97
,,,,184,498,444,40,1,3,0,2,6,1,3,3,1,1,857
,,,,376,393,399,6,3,2,1,11,13,1,1,1,2,3,403
,,,,203,356,339,225,2,2,4,8,9,4,1,4,2,2,47
,,,,403,49,52,23,0,6,4,6,7,4,4,1,1,4,1152
,,,,497,171,142,150,1,6,1,13,14,2,4,4,1,4,1218
,,,,245,60,55,90,3,7,3,10,13,3,2,4,4,4,846
,,,,375,84,69,34,3,3,4,5,9,1,3,1,1,2,154
,,,,638,100,83,134,2,0,3,15,17,3,1,3,3,2,749
,,,,587,60,43,10,1,3,3,6,8,1,2,1,1,2,453
,,,,102,321,301,278,3,5,3,23,1,2,2,1,4,1,10
,,,,222,155,126,192,3,5,3,8,11,4,2,2,2,1,282
,,,,102,134,104,93,1,7,3,22,0,2,4,3,4,1,1016
,,,,221,318,271,265,3,7,3,14,18,2,2,3,3,1,461
,,,,671,182,149,33,1,6,3,22,23,1,3,1,1,3,117
,,,,412,654,607,176,2,8,4,21,22,2,4,3,4,2,12
,,,,502,81,39,1,0,6,4,17,21,1,2,3,4,4,549
,,,,22,111,48,4,3,5,1,12,15,3,1,1,3,4,339
,,,,194,251,245,203,3,5,3,9,11,4,1,3,1,3,30
,,,,318,208,206,281,2,8,0,9,10,3,4,1,2,4,178
,,,,660,251,190,27,0,0,2,0,3,2,4,1,2,2,141
,,,,460,294,246,270,1,1,4,3,5,1,4,3,1,2,983
,,,,539,442,438,79,1,5,3,8,12,3,3,3,2,3,641
,,,,375,84,70,164,1,5,0,2,4,3,3,3,3,2,370
,,,,473,36,23,1,0,7,0,2,3,1,2,3,3,2,815
,,,,177,300,255,57,3,3,1,1,4,1,1,3,1,2,304
,,,,566,167,114,187,1,5,4,1,3,2,4,4,2,3,1006
,,,,83,202,184,19,1,0,4,6,8,4,1,2,4,3,811
,,,,673,108,108,1,2,6,4,11,13,2,1,4,4,2,316
,,,,315,287,282,271,2,8,1,23,1,4,4,1,2,2,151
,,,,611,65,44,1,3,2,0,15,16,3,4,4,4,2,205
,,,,74,123,105,24,2,2,0,17,20,2,2,4,4,1,424
,,,,12,76,34,1,2,4,2,1,2,2,4,1,2,1,184
,,,,290,49,24,0,1,5,1,17,19,4,1,4,3,1,103
,,,,333,600,599,122,3,2,0,7,9,3,4,3,4,4,411
,,,,402,76,43,1,1,6,0,23,1,4,1,4,3,4,652
,,,,454,176,148,188,3,3,0,21,0,4,3,4,4,4,396
,,,,181,170,154,128,0,4,2,11,13,4,4,4,3,1,228
,,,,439,247,236,0,1,5,3,15,18,4,3,2,4,2,909
,,,,261,126,111,117,2,3,4,19,21,2,4,3,2,1,119
,,,,573,344,326,15,3,7,3,22,23,1,4,3,1,3,865
,,,,180,148,119,3,1,4,0,5,7,2,2,3,4,2,287
,,,,565,107,86,95,0,0,2,7,9,2,2,4,3,3,1136
,,,,636,147,120,117,3,5,0,18,19,3,2,1,2,1,988
,,,,225,460,443,274,3,4,1,8,9,1,2,4,4,4,195
,,,,260,310,321,191,2,2,0,4,6,3,1,3,2,1,321
,,,,119,52,24,0,3,0,0,17,20,4,1,1,1,1,1042
,,,,496,242,219,125,3,0,4,8,12,4,1,1,2,3,1036
,,,,681,85,57,1,2,3,4,19,22,4,3,1,1,4,1193
,,,,55,382,392,123,0,0,0,7,8,4,2,1,4,3,538
,,,,452,213,143,223,0,3,2,5,9,1,3,3,1,1,541
,,,,412,212,185,148,0,2,0,12,16,1,3,2,1,4,1208
,,,,667,148,132,47,2,4,0,15,16,4,2,2,1,4,1227
,,,,558,150,96,76,2,0,2,19,20,2,2,4,2,1,252
,,,,454,88,47,53,0,5,0,13,16,4,4,2,4,3,969
,,,,375,282,266,71,0,7,0,11,14,4,3,3,4,2,684
,,,,58,76,68,1,1,3,1,4,7,1,2,2,1,3,129
,,,,383,256,202,0,0,2,1,11,13,2,3,3,1,3,201
,,,,464,121,81,41,0,6,2,15,19,4,2,4,2,1,484
,,,,395,178,157,14,2,4,0,23,0,3,3,1,1,2,858
,,,,35,106,78,20,3,0,1,15,18,2,1,2,3,2,486
,,,,568,121,106,88,3,1,1,6,7,3,4,4,4,3,913
,,,,347,259,210,80,3,5,0,9,10,4,2,4,1,1,417
,,,,18,211,168,14,0,3,3,3,7,3,4,4,1,2,812
,,,,49,464,441,109,2,7,1,0,2,1,4,3,1,3,971
,,,,633,246,221,151,1,2,2,22,0,1,3,1,4,1,393
,,,,506,190,187,56,2,8,1,23,0,2,3,2,3,4,196
,,,,694,190,175,51,1,4,3,21,22,2,1,3,3,3,1142
,,,,383,92,64,49,0,1,3,8,11,2,2,2,2,2,842
,,,,284,297,284,16,1,1,3,18,19,3,1,4,2,4,42
,,,,663,321,301,0,0,1,4,7,10,2,2,3,4,1,634
,,,,465,49,49,75,3,7,2,23,3,3,1,3,4,3,1205
,,,,417,355,312,215,2,0,2,6,10,4,2,2,2,1,15
,,,,70,223,181,76,2,7,4,9,10,2,2,2,3,3,2
,,,,667,146,136,21,1,2,1,22,1,1,4,2,2,3,44
,,,,596,97,76,30,2,5,1,18,20,1,3,2,1,2,138
,,,,346,143,141,6,3,7,0,17,19,4,2,1,4,3,20
,,,,316,268,236,24,3,2,2,12,14,3,3,3,4,1,391
,,,,100,237,225,213,0,4,2,4,5,1,1,4,1,3,495
,,,,321,464,386,163,0,8,3,7,8,4,3,4,3,2,134
,,,,667,443,450,34,3,6,1,9,13,2,1,2,2,3,1232
,,,,237,210,170,29,0,5,2,6,7,2,2,2,3,1,788
,,,,524,285,285,105,1,5,3,3,5,4,2,3,2,1,772
,,,,36,772,736,22,1,0,3,4,5,4,2,2,3,4,49
,,,,694,328,288,120,3,8,0,0,4,1,1,3,4,1,299
,,,,569,79,55,59,0,7,4,18,19,1,4,3,1,2,992
,,,,634,176,144,179,1,7,3,20,21,4,1,1,1,4,892
,,,,458,304,307,104,2,0,1,17,18,4,2,2,2,4,1227
,,,,183,169,181,18,1,4,1,13,14,1,1,2,2,1,83
,,,,646,118,70,191,3,3,4,8,12,4,4,1,1,2,558
,,,,260,304,283,113,2,8,2,10,12,2,2,3,1,4,156
,,,,472,256,219,137,2,4,3,21,0,2,2,2,2,4,1078
,,,,375,192,147,288,1,1,1,16,19,3,3,1,3,2,976
,,,,650,168,144,0,3,3,4,5,7,1,2,4,1,4,471
,,,,3,211,150,249,2,3,0,8,12,3,1,3,1,4,925
,,,,131,282,281,202,3,8,3,0,3,1,4,4,1,1,993
,,,,241,370,327,253,0,5,3,8,12,4,1,1,1,1,718
,,,,289,91,53,290,2,0,3,21,22,3,2,2,4,3,1231
,,,,291,193,134,71,0,6,4,6,10,2,2,2,4,3,1214
,,,,157,281,215,203,3,1,3,6,8,4,1,2,4,2,409
,,,,441,251,217,20,0,1,3,9,12,3,1,3,3,3,1247
,,,,572,129,107,182,2,5,3,16,17,2,3,2,3,1,138
,,,,504,322,311,151,3,0,1,1,5,3,2,1,2,3,537
,,,,654,99,88,1,2,8,0,5,8,1,4,2,4,1,559
,,,,659,130,104,224,3,5,4,3,6,4,4,2,4,1,215
,,,,468,173,155,132,2,2,2,14,15,2,3,4,3,1,937
,,,,91,699,654,39,1,8,4,0,1,2,4,4,4,4,361
,,,,643,140,139,210,1,7,2,4,7,1,3,4,1,2,389
,,,,378,610,589,244,2,5,2,4,6,4,4,4,3,2,73
,,,,90,379,335,145,1,5,2,16,18,1,4,1,2,1,338
,,,,115,112,94,35,1,6,3,11,15,4,2,4,3,1,354
,,,,397,164,147,47,0,7,4,1,2,3,2,3,4,2,150
,,,,405,119,97,135,0,1,0,23,1,3,4,4,3,2,1190
,,,,499,210,173,95,0,1,2,13,17,2,3,2,1,2,45
,,,,597,381,325,231,1,4,1,21,1,3,1,1,1,1,1091
,,,,635,202,206,198,2,5,0,5,9,1,1,1,2,4,1033
,,,,66,314,264,62,2,8,0,21,0,3,3,2,2,4,898
,,,,157,123,104,7,0,2,0,4,7,3,4,2,2,4,895
,,,,539,252,244,130,2,6,0,11,15,4,1,4,4,4,683
,,,,254,563,535,7,0,4,1,7,10,1,3,3,1,3,201
,,,,254,107,94,188,1,6,4,16,18,3,3,4,1,4,40
,,,,365,137,117,37,3,1,2,20,23,1,2,1,3,1,230
,,,,159,319,282,10,1,4,3,13,15,2,1,1,1,4,364
,,,,652,151,121,0,2,1,3,3,7,3,4,4,2,4,746
,,,,465,111,62,83,3,5,1,16,18,4,4,1,1,3,734
,,,,256,518,463,16,3,4,2,13,15,2,4,1,2,1,1166
,,,,516,84,62,146,2,2,0,17,21,4,2,4,4,3,205
,,,,659,109,90,100,3,5,1,21,23,1,4,4,4,4,643
,,,,343,923,914,13,2,1,2,14,15,2,4,4,2,3,50
,,,,345,175,138,301,0,2,3,3,4,2,4,3,2,4,533
,,,,191,253,225,38,3,6,0,16,17,2,3,4,3,2,588
,,,,204,363,335,0,0,1,0,6,10,4,1,4,4,1,775
,,,,347,280,244,296,3,1,0,21,1,2,1,3,4,3,896
,,,,485,327,294,35,1,1,1,15,17,2,3,3,2,3,1003
,,,,586,381,345,92,0,0,3,0,4,4,1,3,4,3,70
,,,,88,197,193,1,2,4,2,2,5,2,2,4,4,1,102
,,,,389,88,67,26,2,3,3,16,18,2,4,4,2,2,119
,,,,3,421,395,19,0,6,2,1,2,2,1,4,3,4,93
,,,,271,132,129,1,2,3,1,15,19,3,3,4,2,1,747
,,,,665,86,80,0,1,8,1,20,23,1,4,4,1,4,1218
,,,,658,205,138,50,0,1,3,5,6,4,4,3,2,3,1084
,,,,580,179,156,273,1,0,2,13,14,2,1,4,4,4,1144
,,,,276,409,378,16,1,7,0,9,12,1,1,3,4,3,1180
,,,,485,225,215,1,2,3,2,23,3,3,1,3,3,3,386
,,,,225,85,51,1,2,2,0,0,2,4,4,1,1,4,581
,,,,573,100,102,128,0,3,0,16,20,3,3,2,1,2,18
,,,,340,227,213,32,1,1,4,18,22,3,4,1,2,4,449
,,,,173,239,213,106,2,1,1,11,15,2,3,4,4,4,61
,,,,98,479,447,100,2,1,3,19,23,4,1,4,4,3,1009
,,,,515,143,135,43,0,2,0,14,15,2,2,4,1,1,743
,,,,189,145,142,206,2,6,4,4,6,4,1,3,4,2,782
,,,,66,297,261,28,0,0,0,9,11,1,4,3,1,4,1208
,,,,58,406,412,183,0,6,3,10,14,2,4,4,2,1,286
,,,,357,543,518,187,2,0,0,12,14,1,1,2,4,1,3
,,,,528,442,397,130,3,8,1,4,7,1,2,2,4,2,299
,,,,552,86,62,206,2,6,4,20,22,3,3,4,3,2,353
,,,,212,69,39,1,2,5,1,5,8,1,2,1,4,4,160
,,,,555,428,421,103,1,3,2,5,7,1,2,4,3,2,101
,,,,459,198,176,7,2,2,0,8,12,3,1,3,1,2,646
,,,,112,119,94,1,3,6,1,13,15,3,1,1,2,2,442
,,,,240,298,267,17,2,6,2,5,8,3,3,2,2,4,561
,,,,429,179,165,258,2,4,1,2,6,3,4,4,2,4,73
,,,,652,631,602,258,1,8,0,9,12,3,4,3,4,3,658
,,,,501,95,96,60,3,5,4,1,5,1,4,2,1,1,349
,,,,309,994,953,204,0,5,4,17,19,3,4,1,4,2,87
,,,,96,362,345,256,0,7,4,3,7,3,4,4,2,4,648
,,,,541,92,85,94,2,0,0,23,1,1,4,2,3,4,44
,,,,520,298,254,187,1,1,0,1,4,4,3,4,2,2,112
,,,,91,186,192,79,1,8,3,9,13,4,4,3,1,1,325
,,,,584,108,73,0,2,7,4,4,5,1,2,2,4,3,369
,,,,431,203,174,1,2,1,3,1,2,2,1,4,4,4,677
,,,,391,261,238,6,1,1,0,6,9,4,3,2,1,1,112
,,,,204,183,163,57,0,1,1,16,19,1,2,3,3,3,610
,,,,36,122,89,74,2,6,4,6,9,1,1,4,1,4,1004
,,,,11,93,66,215,2,2,2,4,7,4,1,1,4,1,817
,,,,257,146,116,173,1,6,1,23,0,1,1,3,2,2,611
,,,,143,23,18,1,0,2,0,16,20,4,1,2,2,2,967
,,,,336,122,100,0,1,2,4,3,6,2,2,2,4,4,259
,,,,142,271,261,309,2,0,0,3,7,3,4,1,1,2,638
,,,,548,86,68,3,1,6,2,2,3,4,2,3,3,1,772
,,,,414,435,356,69,1,3,4,23,0,4,4,1,1,3,987
,,,,322,370,372,253,0,5,1,20,21,2,4,1,1,3,179
,,,,226,375,338,0,2,8,4,4,6,4,4,3,4,2,109
,,,,223,43,17,20,2,1,0,4,5,2,3,1,2,1,586
,,,,576,255,243,0,1,1,1,7,8,3,4,1,2,4,295
,,,,127,94,64,263,2,0,4,10,14,1,3,2,3,2,285
,,,,360,297,312,249,1,0,2,20,21,2,2,3,3,4,89
,,,,680,187,138,144,0,0,0,13,15,2,4,1,4,3,589
,,,,121,73,60,38,2,7,0,9,12,3,2,2,1,2,475
,,,,520,95,59,62,1,5,3,23,3,3,2,3,3,2,557
,,,,619,181,111,167,0,5,2,9,10,3,1,4,1,1,1198
,,,,321,211,188,45,0,5,2,20,22,4,2,3,3,4,827
,,,,534,22,18,77,1,4,3,2,5,4,4,3,3,1,1186
,,,,164,66,59,133,0,1,0,16,20,2,3,2,2,3,752
,,,,245,79,68,40,0,8,1,13,16,2,1,3,3,3,1027
,,,,629,341,314,149,1,0,1,2,4,3,3,3,1,1,112
,,,,225,80,54,1,0,6,0,7,11,2,3,2,4,2,468
,,,,205,65,48,1,1,0,3,1,4,4,2,3,4,2,811
,,,,329,259,220,59,3,7,0,19,21,2,2,1,3,4,941
,,,,42,515,486,249,3,7,0,22,2,2,3,2,4,1,563
,,,,78,71,52,19,0,4,4,3,5,1,3,1,3,1,405
,,,,455,320,305,1,2,8,2,13,17,4,4,2,2,3,949
,,,,1,338,308,132,2,6,2,2,5,4,1,4,2,4,925
,,,,431,76,75,110,1,7,4,6,8,2,4,1,1,3,97
,,,,493,257,249,76,0,4,1,17,20,2,3,3,1,1,75
,,,,391,396,385,213,1,3,2,16,20,3,4,1,2,3,1196
,,,,434,145,112,111,1,7,3,22,0,4,3,4,3,3,806
,,,,55,287,235,18,2,0,0,13,17,2,2,4,3,2,424
,,,,232,58,48,32,2,3,1,4,8,3,3,2,1,4,681
,,,,170,159,152,39,1,7,0,18,21,2,2,2,2,1,932
,,,,507,150,145,276,0,6,2,14,17,1,1,3,1,2,768
,,,,100,169,137,30,1,1,1,14,18,3,4,1,1,2,638
,,,,442,128,99,283,0,4,1,19,22,1,2,4,1,2,75
,,,,316,525,496,155,0,3,3,2,3,3,4,1,2,3,1047
,,,,162,108,79,157,3,4,1,15,16,4,3,3,1,4,456
,,,,423,186,151,17,2,2,4,3,4,2,1,2,4,1,965
,,,,637,75,57,0,0,4,2,17,19,1,3,1,4,4,498
,,,,156,416,375,85,2,8,0,20,23,1,2,1,2,3,220
,,,,66,147,123,121,0,6,2,16,17,3,1,3,1,3,1054
,,,,642,34,18,180,3,1,3,2,5,1,3,4,1,2,462
,,,,145,59,46,178,2,8,2,2,4,1,4,4,2,1,935
,,,,489,112,67,269,3,2,3,8,10,3,2,4,3,2,345
,,,,543,421,412,1,0,8,4,15,17,1,2,4,1,4,79
,,,,457,476,427,250,3,1,0,22,2,2,1,1,3,4,705
,,,,537,59,37,9,0,4,2,1,5,4,2,1,1,1,404
,,,,178,151,134,241,3,6,1,8,11,2,4,3,3,1,277
,,,,583,75,61,1,2,2,1,1,4,1,3,1,3,2,663
,,,,491,78,73,114,2,1,2,15,16,2,2,4,3,1,252
,,,,332,310,282,205,1,2,4,12,16,4,3,2,3,2,609
,,,,155,156,155,48,1,3,0,21,0,1,1,2,3,2,611
,,,,401,196,187,11,2,1,0,16,17,2,3,4,3,2,205
,,,,141,223,211,222,0,8,4,6,7,3,1,3,4,4,1214
,,,,630,527,465,30,2,8,4,10,14,2,4,4,3,3,1118
,,,,476,61,56,0,3,0,1,7,11,2,2,4,4,4,1124
,,,,245,253,235,1,3,6,2,12,15,1,4,2,4,1,31
,,,,504,164,139,0,3,3,2,15,17,2,3,2,1,4,318
,,,,515,117,91,63,0,2,3,20,23,3,1,1,4,2,569
,,,,319,70,70,45,3,3,4,15,19,4,3,3,3,2,69
,,,,147,377,363,171,1,4,3,12,14,2,2,3,1,1,428
,,,,348,253,228,146,3,2,1,4,7,4,4,2,4,3,411
,,,,292,342,303,64,2,5,2,0,2,1,3,3,3,1,645
,,,,132,405,363,70,3,7,3,2,4,1,1,3,2,1,249
,,,,510,109,78,54,3,3,4,5,7,3,2,2,4,2,402
,,,,448,135,121,55,3,2,3,10,11,4,2,3,1,4,414
,,,,695,227,165,277,0,5,0,4,6,1,1,3,4,4,1220
,,,,538,224,188,45,1,4,2,3,6,3,1,4,1,1,1198
,,,,375,227,217,227,1,5,3,9,11,3,2,3,3,3,803
,,,,454,196,150,139,2,8,2,3,5,3,2,2,3,4,846
,,,,431,289,279,32,1,1,1,23,2,4,1,2,4,2,1179
,,,,116,70,39,81,0,7,0,5,7,4,2,1,1,2,1182
,,,,171,158,112,179,2,5,2,4,6,2,2,2,4,3,587
,,,,376,458,464,145,1,4,1,8,10,2,4,4,2,3,337
,,,,143,133,120,18,1,1,0,18,22,3,4,3,1,4,1117
,,,,50,84,89,0,1,3,2,19,22,2,2,1,2,2,792
,,,,675,98,83,15,3,5,0,8,11,2,1,2,3,3,1232
,,,,659,440,433,94,3,1,4,1,5,3,4,4,2,1,604
,,,,175,62,59,270,2,8,3,12,16,3,1,3,2,1,128
,,,,305,166,128,0,2,2,0,6,10,4,3,4,4,1,416
,,,,271,109,63,304,0,4,2,0,2,4,1,3,2,1,1248
,,,,438,101,87,93,2,2,2,10,11,1,1,1,2,2,41
,,,,421,156,141,136,2,6,1,21,1,4,2,1,1,4,309
,,,,171,262,239,180,1,8,4,19,23,4,2,3,4,3,844
,,,,91,220,160,35,1,2,3,9,11,2,1,4,1,2,428
,,,,414,185,124,78,3,6,1,5,8,1,2,3,1,2,510
,,,,391,402,356,81,2,3,1,17,19,1,1,1,2,3,403
,,,,243,153,127,69,2,2,4,22,2,4,4,4,3,2,1127
,,,,135,171,170,81,0,1,4,21,0,1,2,4,1,3,964
,,,,82,123,74,147,2,7,3,15,19,2,4,4,1,4,678
,,,,105,155,155,12,1,4,3,13,14,4,1,3,1,1,354
,,,,172,219,178,69,1,0,0,6,9,3,1,2,3,1,944
,,,,52,147,141,286,1,3,0,17,20,2,3,3,1,4,1117
,,,,124,286,226,0,0,6,0,8,11,1,3,4,4,2,1221
,,,,171,352,343,0,2,7,2,7,8,3,3,3,2,2,1099
,,,,141,141,132,154,0,7,3,21,0,4,3,3,4,4,806
,,,,184,417,382,120,0,6,2,15,18,3,4,3,4,1,56
,,,,196,210,176,64,3,7,3,4,7,1,4,1,3,2,719
,,,,566,238,215,95,2,7,0,7,8,3,3,4,3,4,1023
,,,,646,89,57,235,0,5,3,20,21,1,4,2,2,4,189
,,,,239,548,518,244,1,8,3,22,23,2,4,4,2,1,68
,,,,446,618,567,298,2,6,0,15,18,4,1,3,4,3,683
,,,,231,66,38,90,2,7,3,19,22,4,3,1,3,1,1122
,,,,35,131,91,269,3,6,3,17,18,3,1,3,1,1,526
,,,,333,50,42,27,0,4,0,4,5,4,2,1,2,1,1182
,,,,32,150,109,0,0,8,1,1,3,3,2,2,3,2,441
,,,,433,75,57,128,2,7,1,23,3,1,3,3,2,4,147
,,,,78,75,75,25,0,5,3,6,8,3,4,4,4,2,837
,,,,433,144,122,221,0,7,4,22,2,3,2,3,3,2,847
,,,,419,545,497,138,1,1,4,22,1,1,4,4,4,3,320
,,,,19,199,174,63,3,6,3,18,19,1,4,4,4,1,1233
,,,,138,189,169,36,1,3,4,22,0,3,4,2,3,4,926
,,,,529,350,275,224,3,6,4,23,0,1,4,4,2,2,38
,,,,573,205,202,173,3,4,0,1,4,3,4,1,4,2,1156
,,,,319,158,136,249,1,6,0,20,21,2,2,3,2,4,688
,,,,474,318,304,308,2,7,4,6,8,2,4,4,2,3,200
